日期,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
 85/01/04,86.00,86.00,83.00,83.5,-1.50,781
 85/01/05,78.00,78.00,78.00,78.0,-5.50,982
 85/01/06,78.00,79.00,75.00,77.5,-0.50,"1,792"
 85/01/08,78.00,79.50,78.00,79.0,1.50,873
 85/01/09,79.50,79.50,78.00,78.0,-1.00,687
 85/01/10,77.00,77.50,75.50,76.0,-2.00,"1,534"
 85/01/11,75.00,77.00,74.00,76.0,0.00,"1,314"
 85/01/12,76.00,76.50,74.50,74.5,-1.50,"1,219"
 85/01/13,76.00,76.50,75.00,76.0,1.50,"1,554"
 85/01/15,76.00,77.00,75.50,77.0,1.00,864
 85/01/16,77.00,77.50,76.00,76.0,-1.00,896
 85/01/17,76.50,77.00,75.50,75.5,-0.50,811
 85/01/18,75.00,75.50,74.50,75.0,-0.50,811
 85/01/19,76.00,76.50,75.50,75.5,0.50,527
 85/01/20,76.00,78.00,76.00,78.0,2.50,"1,565"
 85/01/22,78.50,79.00,77.50,78.0,0.00,980
 85/01/23,78.50,78.50,77.00,78.0,0.00,584
 85/01/24,77.50,77.50,76.50,77.5,-0.50,388
 85/01/25,77.00,77.00,76.00,76.0,-1.50,555
 85/01/26,76.00,77.50,76.00,76.5,0.50,453
 85/01/27,77.00,77.00,76.50,77.0,0.50,406
 85/01/29,77.00,77.00,75.00,75.0,-2.00,756
 85/01/30,75.00,76.50,75.00,76.5,1.50,538
 85/01/31,76.50,77.00,76.00,76.5,0.00,536
 85/02/01,77.00,77.00,76.00,76.5,0.00,578
 85/02/02,77.00,77.00,76.00,77.0,0.50,358
 85/02/03,77.00,77.50,76.50,77.0,0.00,272
 85/02/05,77.00,77.00,75.50,77.0,0.00,515
 85/02/06,76.50,76.50,75.50,75.5,-1.50,413
 85/02/07,75.50,76.00,74.50,76.0,0.50,765
 85/02/08,76.50,76.50,75.00,75.0,-1.00,400
 85/02/09,76.00,80.00,76.00,79.5,4.50,"2,945"
 85/02/10,79.00,79.50,78.50,79.0,-0.50,858
 85/02/12,79.50,82.00,79.50,81.5,2.50,"1,600"
 85/02/13,81.50,82.50,81.00,82.5,1.00,"1,588"
 85/02/14,82.50,82.50,81.00,81.5,-1.00,"1,326"
 85/02/15,81.50,82.00,81.00,81.5,0.00,"1,386"
 85/02/23,82.00,82.50,80.50,80.5,-1.00,752
 85/02/24,81.00,81.50,80.50,80.5,0.00,314
 85/02/26,80.50,81.00,80.00,80.0,-0.50,583
 85/02/27,80.00,80.50,76.50,78.0,-2.00,"1,383"
 85/02/28,77.50,78.00,76.00,76.0,-2.00,793
 85/02/29,76.00,78.00,76.00,77.5,1.50,550
 85/03/01,78.00,79.50,77.50,79.5,2.00,655
 85/03/02,79.50,79.50,77.50,78.5,-1.00,588
 85/03/04,78.00,78.00,76.50,77.5,-1.00,462
 85/03/05,77.00,77.00,73.50,74.0,-3.50,"1,413"
 85/03/06,72.00,72.00,70.00,71.5,-2.50,761
 85/03/07,71.00,73.00,70.00,70.0,-1.50,"1,508"
 85/03/08,71.00,71.00,69.00,71.0,1.00,"1,646"
 85/03/09,70.00,71.00,69.50,71.0,0.00,605
 85/03/11,69.50,70.00,68.00,68.0,-3.00,"1,653"
 85/03/12,68.00,68.50,64.00,64.5,-3.50,"1,929"
 85/03/13,64.50,67.00,64.50,67.0,2.50,"1,789"
 85/03/14,67.00,71.00,67.00,71.0,4.00,"1,972"
 85/03/15,72.50,72.50,70.50,72.0,1.00,"1,825"
 85/03/16,71.00,72.50,70.50,72.5,0.50,"1,236"
 85/03/18,73.00,74.00,72.50,73.0,0.50,"1,343"
 85/03/19,74.50,75.50,74.50,75.0,2.00,"1,716"
 85/03/20,75.00,77.00,75.00,77.0,2.00,"1,410"
 85/03/21,78.00,78.50,77.00,78.5,1.50,"1,785"
 85/03/22,78.50,79.00,76.50,77.5,-1.00,"1,720"
 85/03/25,78.50,78.50,76.00,76.5,-1.00,"1,659"
 85/03/26,75.50,76.50,74.50,76.5,0.00,"1,157"
