日期,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
 87/01/03,113.50,115.00,112.00,114.0,2.00,"3,853"
 87/01/05,114.00,114.00,111.50,112.0,-2.00,"3,253"
 87/01/06,111.00,113.00,110.00,113.0,1.00,"3,346"
 87/01/07,112.50,114.00,111.00,111.5,-1.50,"3,561"
 87/01/08,111.00,112.50,110.50,111.0,-0.50,"4,080"
 87/01/09,109.50,111.00,106.50,108.5,-2.50,"11,528"
 87/01/12,103.50,104.50,101.00,101.0,-7.50,"15,680"
 87/01/13,102.00,103.00,100.00,101.0,0.00,"9,512"
 87/01/14,107.00,108.00,104.50,108.0,7.00,"10,443"
 87/01/15,110.00,112.00,108.50,109.0,1.00,"9,552"
 87/01/16,108.50,112.00,107.50,108.0,-1.00,"9,948"
 87/01/17,110.00,113.00,109.50,110.5,2.50,"6,406"
 87/01/19,112.00,112.00,108.50,108.5,-2.00,"6,042"
 87/01/20,109.50,113.00,109.00,112.0,3.50,"9,143"
 87/01/21,116.00,119.50,114.50,119.5,7.50,"21,255"
 87/01/22,119.50,120.00,117.00,117.5,-2.00,"14,583"
 87/02/02,125.50,125.50,125.50,125.5,8.00,"7,741"
 87/02/03,134.00,134.00,134.00,134.0,8.50,"14,589"
 87/02/04,141.50,141.50,136.00,140.0,6.00,"32,785"
 87/02/05,138.50,144.50,138.00,142.5,2.50,"30,970"
 87/02/06,140.00,144.00,134.00,137.5,-5.00,"30,458"
 87/02/07,142.00,142.50,138.00,142.0,4.50,"22,901"
 87/02/09,144.00,147.00,140.00,140.0,-2.00,"30,100"
 87/02/10,141.00,143.00,139.00,142.0,2.00,"18,806"
 87/02/11,147.00,148.50,145.00,146.0,4.00,"29,880"
 87/02/12,147.50,152.00,146.00,148.5,2.50,"27,566"
 87/02/13,150.00,151.00,143.00,143.0,-5.50,"27,938"
 87/02/16,139.00,146.00,139.00,146.0,3.00,"20,628"
 87/02/17,149.00,152.00,148.00,150.0,4.00,"39,783"
 87/02/18,153.00,155.00,151.00,154.0,4.00,"25,565"
 87/02/19,156.00,160.00,156.00,160.0,6.00,"29,939"
 87/02/20,164.00,164.00,160.00,161.0,1.00,"27,625"
 87/02/21,161.00,162.00,158.00,160.0,-1.00,"17,611"
 87/02/23,158.00,159.00,155.00,157.0,-3.00,"19,717"
 87/02/24,167.00,167.00,161.00,165.0,8.00,"37,298"
 87/02/25,163.00,167.00,163.00,163.0,-2.00,"19,965"
