日期,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
 91/01/02,87.50,88.00,84.50,86.0,-1.50,"10,027"
 91/01/03,87.50,87.50,85.00,85.5,-0.50,"10,513"
 91/01/04,88.50,89.50,88.00,89.0,+3.50,"25,757"
 91/01/07,90.00,93.00,89.00,92.5,+3.50,"19,780"
 91/01/08,92.00,92.00,90.00,90.5,-2.00,"11,119"
 91/01/09,92.50,93.00,90.00,91.5,+1.00,"9,900"
 91/01/10,91.50,92.00,90.00,90.5,-1.00,"8,134"
 91/01/11,90.00,90.50,87.50,87.5,-3.00,"12,428"
 91/01/14,86.50,88.00,86.00,88.0,+0.50,"6,648"
 91/01/15,88.00,88.50,87.00,87.5,-0.50,"5,694"
 91/01/16,87.50,88.00,85.00,85.0,-2.50,"9,719"
 91/01/17,83.00,85.00,82.50,84.5,-0.50,"11,049"
 91/01/18,85.00,86.50,84.50,85.0,+0.50,"8,807"
 91/01/21,86.00,90.50,85.50,90.5,+5.50,"14,295"
 91/01/22,91.00,93.00,88.50,90.0,-0.50,"19,229"
 91/01/23,88.00,92.00,87.50,88.5,-1.50,"19,240"
 91/01/24,90.00,91.00,87.50,90.5,+2.00,"14,240"
 91/01/25,91.50,92.50,90.00,92.0,+1.50,"20,333"
 91/01/28,92.00,92.50,91.00,92.0, 0.00,"15,665"
 91/01/29,91.00,91.00,89.00,89.0,-3.00,"10,895"
 91/01/30,87.00,88.00,86.50,87.0,-2.00,"14,104"
 91/01/31,87.00,88.00,85.50,87.5,+0.50,"14,019"
 91/02/01,87.00,87.00,85.00,85.5,-2.00,"14,244"
 91/02/04,85.00,87.00,84.50,86.0,+0.50,"7,802"
 91/02/05,84.50,86.00,84.50,85.5,-0.50,"7,443"
 91/02/06,86.00,87.50,86.00,86.5,+1.00,"9,705"
 91/02/18,88.50,89.00,87.00,87.5,+1.00,"9,631"
 91/02/19,87.50,88.00,85.00,85.5,-2.00,"7,440"
 91/02/20,84.00,84.00,82.00,82.0,-3.50,"14,033"
 91/02/21,83.00,83.50,81.00,82.5,+0.50,"10,003"
 91/02/22,80.00,82.00,80.00,81.5,-1.00,"7,389"
 91/02/25,82.00,83.00,81.00,81.0,-0.50,"5,811"
 91/02/26,82.00,82.50,80.00,80.0,-1.00,"9,714"
 91/02/27,80.50,82.50,80.50,82.0,+2.00,"7,698"
 91/03/01,81.00,82.50,81.00,81.0,-1.00,"8,619"
 91/03/04,86.50,86.50,84.00,86.5,+5.50,"12,712"
 91/03/05,92.00,92.00,89.00,91.0,+4.50,"29,300"
 91/03/06,91.50,94.50,91.00,94.5,+3.50,"29,283"
 91/03/07,95.00,95.00,93.00,93.5,-1.00,"16,968"
 91/03/08,93.50,94.50,91.00,91.5,-2.00,"10,324"
 91/03/11,93.50,97.50,93.50,97.5,+6.00,"21,653"
 91/03/12,95.50,96.50,93.50,95.0,-2.50,"11,089"
 91/03/13,95.00,96.00,93.50,94.0,-1.00,"7,489"
 91/03/14,92.00,93.00,91.50,93.0,-1.00,"8,143"
 91/03/15,91.00,92.00,90.00,90.5,-2.50,"11,990"
 91/03/18,91.50,91.50,89.00,91.5,+1.00,"5,521"
 91/03/19,92.00,92.00,90.00,91.5, 0.00,"5,053"
 91/03/20,92.00,96.00,91.50,96.0,+4.50,"14,513"
 91/03/21,92.50,95.00,92.50,94.0,-2.00,"7,444"
 91/03/22,95.50,96.00,94.50,95.0,+1.00,"8,306"
 91/03/25,95.00,96.50,93.50,96.0,+1.00,"7,324"
 91/03/26,95.00,95.50,94.00,94.5,-1.50,"5,554"
 91/03/27,95.50,95.50,92.50,92.5,-2.00,"7,694"
 91/03/28,93.50,95.00,93.00,95.0,+2.50,"5,965"
 91/03/29,97.00,97.50,96.00,96.5,+1.50,"12,948"
 91/04/01,96.00,97.00,95.50,95.5,-1.00,"5,790"
 91/04/02,96.50,97.50,96.00,96.0,+0.50,"7,979"
 91/04/03,95.00,95.50,94.50,95.0,-1.00,"8,301"
 91/04/04,94.00,95.00,92.00,92.5,-2.50,"11,106"
 91/04/08,92.00,92.50,91.00,91.5,-1.00,"7,827"
 91/04/09,92.00,92.00,90.50,91.5, 0.00,"4,916"
 91/04/10,90.50,91.00,90.00,90.5,-1.00,"13,548"
 91/04/11,90.00,91.00,90.00,90.0,-0.50,"11,102"
 91/04/12,89.50,92.00,88.50,92.0,+2.00,"10,065"
 91/04/15,92.00,92.50,91.00,91.5,-0.50,"6,065"
 91/04/16,92.00,93.00,91.50,92.5,+1.00,"5,298"
 91/04/17,95.50,97.00,95.50,96.0,+3.50,"20,026"
 91/04/18,97.00,97.00,95.00,95.5,-0.50,"7,839"
 91/04/19,95.00,95.00,94.00,94.5,-1.00,"5,058"
 91/04/22,93.50,94.50,93.00,93.0,-1.50,"4,931"
 91/04/23,92.00,94.00,92.00,94.0,+1.00,"4,111"
 91/04/24,94.00,95.50,94.00,95.0,+1.00,"5,287"
 91/04/25,93.00,93.50,92.00,92.0,-3.00,"9,927"
 91/04/26,91.00,92.00,91.00,92.0, 0.00,"8,601"
 91/04/29,90.00,90.00,88.00,89.0,-3.00,"23,493"
 91/04/30,88.00,88.50,87.00,87.5,-1.50,"13,387"
 91/05/02,87.50,88.00,85.00,85.0,-2.50,"12,221"
 91/05/03,83.00,85.00,83.00,85.0, 0.00,"11,280"
 91/05/06,82.00,82.00,80.00,81.0,-4.00,"14,916"
 91/05/07,80.00,82.50,80.00,82.0,+1.00,"11,624"
 91/05/08,82.50,84.00,82.50,83.0,+1.00,"8,770"
 91/05/09,87.50,87.50,85.00,85.0,+2.00,"9,979"
 91/05/10,84.00,87.00,83.50,86.5,+1.50,"5,923"
 91/05/13,85.00,86.00,85.00,85.0,-1.50,"3,510"
 91/05/14,86.00,87.00,86.00,87.0,+2.00,"5,477"
 91/05/15,89.00,90.50,88.50,90.0,+3.00,"12,809"
 91/05/16,89.00,89.00,88.00,88.5,-1.50,"4,438"
 91/05/17,89.00,89.50,88.00,89.5,+1.00,"5,554"
 91/05/20,88.50,89.00,87.00,87.0,-2.50,"5,563"
 91/05/21,86.50,87.50,86.00,86.5,-0.50,"5,417"
 91/05/22,86.50,89.00,86.50,88.0,+1.50,"6,170"
 91/05/23,87.00,87.50,86.50,87.0,-1.00,"5,269"
 91/05/24,86.50,88.00,86.50,87.5,+0.50,"6,580"
 91/05/27,87.00,87.00,86.00,86.5,-1.00,"2,756"
 91/05/28,87.00,87.50,85.00,86.0,-0.50,"5,921"
 91/05/29,85.00,85.50,84.00,85.5,-0.50,"4,971"
 91/05/30,84.00,86.50,84.00,86.5,+1.00,"6,481"
 91/05/31,85.50,86.00,84.00,85.5,-1.00,"5,736"
 91/06/03,84.00,85.00,82.50,85.0,-0.50,"5,490"
 91/06/04,81.50,82.50,81.00,81.5,-3.50,"15,423"
 91/06/05,81.50,82.50,81.50,82.0,+0.50,"9,741"
 91/06/06,81.50,81.50,80.00,80.5,-1.50,"15,619"
 91/06/07,75.00,76.50,75.00,75.0,-5.50,"43,889"
 91/06/10,75.00,76.00,74.00,75.0, 0.00,"14,868"
 91/06/11,76.00,76.00,73.50,74.0,-1.00,"12,061"
 91/06/12,73.50,74.00,71.50,72.0,-2.00,"10,890"
 91/06/13,74.50,76.00,73.50,75.5,+3.50,"11,725"
 91/06/14,75.00,75.50,74.50,75.5, 0.00,"5,298"
 91/06/17,75.50,76.00,74.00,74.0,-1.50,"7,671"
 91/06/18,76.00,76.00,75.00,75.5,+1.50,"13,415"
 91/06/19,69.50,70.50,68.50,68.5,X0.00,"20,954"
 91/06/20,67.00,68.50,66.00,68.5, 0.00,"8,828"
 91/06/21,67.50,70.50,67.00,69.0,+0.50,"10,477"
 91/06/24,68.50,69.00,67.50,68.5,-0.50,"6,815"
 91/06/25,69.50,71.00,68.50,69.5,+1.00,"10,243"
 91/06/26,68.50,69.00,66.50,66.5,-3.00,"11,084"
 91/06/27,67.00,68.00,66.00,66.5, 0.00,"7,996"
 91/06/28,67.50,68.50,67.00,68.0,+1.50,"7,613"
 91/07/01,68.00,68.00,66.00,67.0,-1.00,"5,608"
 91/07/02,64.00,66.50,64.00,66.0,-1.00,"6,271"
 91/07/03,64.00,64.00,61.50,63.5,-2.50,"16,680"
 91/07/04,64.00,65.00,63.50,64.5,+1.00,"10,135"
 91/07/05,64.50,67.00,63.50,67.0,+2.50,"10,814"
 91/07/08,69.50,71.50,69.00,71.0,+4.00,"19,490"
