日期,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
101/04/13,83.40,85.00,82.70,84.9,+2.30,"12,532"
101/04/16,84.60,85.00,83.80,84.9, 0.00,"6,073"
101/04/17,84.90,84.90,83.40,83.8,-1.10,"8,235"
101/04/18,85.00,85.00,84.40,85.0,+1.20,"9,007"
101/04/19,84.50,85.80,84.30,85.8,+0.80,"11,044"
101/04/20,85.00,85.70,84.10,84.3,-1.50,"7,475"
101/04/23,84.20,84.60,83.40,84.3, 0.00,"4,905"
101/04/24,83.80,84.60,83.60,84.6,+0.30,"7,216"
101/04/25,84.90,84.90,83.90,84.2,-0.40,"6,924"
101/04/26,84.20,84.20,83.50,84.0,-0.20,"7,253"
101/04/27,87.00,89.80,86.00,86.0,+2.00,"22,211"
101/04/30,86.30,87.40,85.70,86.8,+0.80,"10,555"
101/05/02,87.00,88.90,86.80,88.4,+1.60,"15,172"
101/05/03,88.40,89.00,87.90,88.9,+0.50,"8,764"
101/05/04,86.70,88.00,86.70,87.6,-1.30,"8,630"
101/05/07,86.50,86.50,85.00,85.6,-2.00,"11,459"
101/05/08,86.00,86.00,84.40,84.4,-1.20,"11,893"
101/05/09,83.90,85.20,83.50,84.6,+0.20,"10,938"
101/05/10,85.00,85.70,84.30,85.3,+0.70,"7,662"
101/05/11,85.70,85.70,84.50,85.5,+0.20,"9,906"
101/05/14,84.80,85.50,84.80,85.4,-0.10,"3,925"
101/05/15,85.40,85.70,84.10,85.5,+0.10,"6,610"
101/05/16,84.20,84.50,83.40,83.4,-2.10,"15,140"
101/05/17,84.80,85.10,84.10,85.1,+1.70,"8,952"
101/05/18,83.90,83.90,81.80,81.8,-3.30,"15,891"
101/05/21,81.00,82.80,81.00,82.5,+0.70,"9,547"
101/05/22,82.70,82.90,82.20,82.2,-0.30,"8,887"
101/05/23,81.00,81.20,79.00,79.1,-3.10,"18,441"
101/05/24,78.90,80.60,78.10,80.6,+1.50,"11,621"
101/05/25,79.80,80.50,79.20,80.0,-0.60,"10,261"
101/05/28,80.00,81.70,79.80,81.6,+1.60,"7,547"
101/05/29,82.50,83.20,82.00,82.3,+0.70,"11,107"
101/05/30,81.60,82.00,80.30,81.7,-0.60,"15,614"
101/05/31,80.50,85.10,79.70,85.1,+3.40,"16,981"
101/06/01,81.70,81.70,79.90,79.9,-5.20,"20,094"
101/06/04,76.50,77.10,76.10,76.5,-3.40,"17,321"
101/06/05,77.50,78.20,77.20,78.2,+1.70,"10,668"
101/06/06,78.20,78.60,77.50,77.8,-0.40,"8,374"
101/06/07,79.40,79.80,78.60,79.8,+2.00,"12,257"
101/06/08,77.00,78.70,77.00,77.9,-1.90,"12,274"
101/06/11,79.90,80.50,79.60,80.4,+2.50,"11,595"
101/06/12,78.50,79.80,78.50,79.4,-1.00,"10,382"
101/06/13,80.80,80.80,79.50,80.0,+0.60,"7,296"
101/06/14,80.00,80.20,79.10,79.2,-0.80,"6,853"
101/06/15,79.20,79.50,78.10,78.1,-1.10,"10,517"
101/06/18,80.00,81.00,80.00,80.8,+2.70,"11,204"
101/06/19,80.90,80.90,80.00,80.5,-0.30,"8,163"
101/06/20,81.30,81.60,80.50,81.6,+1.10,"8,809"
101/06/21,80.50,81.00,80.30,80.6,-1.00,"6,980"
101/06/22,80.00,81.00,79.90,80.1,-0.50,"7,911"
101/06/25,80.80,80.80,79.10,79.6,-0.50,"7,472"
101/06/26,79.00,79.10,78.30,78.7,-0.90,"10,670"
101/06/27,78.30,79.50,78.20,79.3,+0.60,"6,339"
101/06/28,80.00,80.30,79.50,79.9,+0.60,"7,637"
101/06/29,79.60,81.30,79.30,81.3,+1.40,"10,327"
101/07/02,81.50,83.70,81.50,83.3,+2.00,"15,754"
101/07/03,83.60,84.90,83.40,84.2,+0.90,"16,823"
101/07/04,82.10,82.10,81.20,81.2,X0.00,"12,038"
101/07/05,82.00,82.00,80.70,81.0,-0.20,"7,215"
101/07/06,81.00,81.00,80.10,80.9,-0.10,"6,451"
101/07/09,79.90,80.30,79.60,80.0,-0.90,"10,215"
101/07/10,79.40,79.90,78.60,79.1,-0.90,"10,809"
101/07/11,78.10,78.30,77.40,78.1,-1.00,"18,299"
101/07/12,77.50,77.50,75.70,75.7,-2.40,"23,778"
101/07/13,74.90,76.00,74.50,75.8,+0.10,"13,639"
101/07/16,76.30,76.30,75.50,75.5,-0.30,"9,414"
101/07/17,74.50,75.20,74.50,74.8,-0.70,"12,607"
101/07/18,75.00,75.30,74.80,74.8, 0.00,"8,401"
101/07/19,76.80,78.00,76.80,77.5,+2.70,"16,410"
101/07/20,76.40,77.00,76.20,76.7,-0.80,"10,779"
101/07/23,75.10,75.10,73.80,74.3,-2.40,"17,149"
101/07/24,74.30,74.80,74.20,74.8,+0.50,"9,278"
101/07/25,75.00,75.20,74.40,74.6,-0.20,"9,457"
101/07/26,75.70,76.70,75.20,76.3,+1.70,"12,890"
101/07/27,77.90,79.40,77.20,79.3,+3.00,"21,866"
101/07/30,80.00,80.40,78.80,79.0,-0.30,"13,157"
101/07/31,78.50,81.00,78.50,81.0,+2.00,"16,521"
101/08/01,80.10,80.50,79.40,80.0,-1.00,"9,580"
101/08/03,79.50,80.10,79.20,79.8,-0.20,"9,990"
101/08/06,80.90,81.50,80.70,80.9,+1.10,"12,119"
101/08/07,81.30,81.40,80.70,81.4,+0.50,"8,912"
101/08/08,81.90,81.90,80.10,80.5,-0.90,"8,995"
101/08/09,81.30,82.30,81.30,82.3,+1.80,"14,094"
101/08/10,82.30,82.40,81.20,82.0,-0.30,"7,652"
101/08/13,83.80,83.80,82.50,82.7,+0.70,"9,611"
101/08/14,83.00,83.80,82.80,83.2,+0.50,"9,361"
101/08/15,83.70,83.70,82.50,83.0,-0.20,"6,642"
101/08/16,83.00,83.40,82.50,82.9,-0.10,"6,616"
101/08/17,83.00,83.20,82.00,82.0,-0.90,"9,434"
101/08/20,82.70,82.70,81.90,82.4,+0.40,"6,050"
101/08/21,82.70,83.90,82.70,83.6,+1.20,"8,798"
101/08/22,83.10,83.40,81.90,82.4,-1.20,"9,547"
101/08/23,82.40,82.80,82.20,82.7,+0.30,"4,794"
101/08/24,82.30,82.30,81.70,82.0,-0.70,"5,553"
101/08/27,82.90,83.50,82.40,83.0,+1.00,"7,117"
101/08/28,82.30,83.40,82.00,82.4,-0.60,"5,990"
101/08/29,82.60,83.00,82.10,82.7,+0.30,"4,953"
101/08/30,82.30,83.20,82.30,82.7, 0.00,"6,154"
101/08/31,82.40,83.30,82.40,83.3,+0.60,"4,454"
101/09/03,83.50,83.90,82.80,83.9,+0.60,"7,998"
101/09/04,84.00,84.00,83.50,84.0,+0.10,"5,097"
101/09/05,83.00,83.30,81.90,82.0,-2.00,"13,853"
101/09/06,82.80,82.80,81.00,81.1,-0.90,"8,778"
101/09/07,83.00,83.90,82.80,83.8,+2.70,"14,273"
101/09/10,83.30,83.60,83.20,83.5,-0.30,"5,828"
101/09/11,84.20,84.70,84.00,84.4,+0.90,"9,388"
101/09/12,84.50,84.90,84.50,84.5,+0.10,"8,244"
101/09/13,84.50,85.00,84.50,85.0,+0.50,"7,897"
101/09/14,85.60,86.50,85.50,86.5,+1.50,"12,865"
101/09/17,86.90,87.00,85.80,86.5, 0.00,"6,630"
101/09/18,86.50,86.50,85.40,85.7,-0.80,"8,269"
101/09/19,85.90,86.40,85.10,86.0,+0.30,"8,737"
101/09/20,86.00,86.00,85.10,85.3,-0.70,"6,121"
101/09/21,86.00,86.50,85.30,85.7,+0.40,"8,974"
101/09/24,85.70,86.40,85.10,86.1,+0.40,"7,142"
101/09/25,85.80,86.20,85.70,85.9,-0.20,"6,836"
101/09/26,85.40,86.40,85.00,86.4,+0.50,"8,102"
101/09/27,86.80,87.80,86.20,87.6,+1.20,"13,494"
101/09/28,88.60,89.80,88.50,89.8,+2.20,"15,770"
101/10/01,89.20,89.20,88.30,88.9,-0.90,"8,934"
101/10/02,89.20,89.80,88.90,89.6,+0.70,"6,356"
101/10/03,89.60,89.90,89.30,89.8,+0.20,"7,271"
101/10/04,89.90,90.60,89.50,90.6,+0.80,"10,858"
101/10/05,91.00,91.30,90.40,91.0,+0.40,"9,903"
101/10/08,91.00,91.00,89.00,89.1,-1.90,"9,458"
101/10/09,87.20,88.50,87.10,87.1,-2.00,"15,175"
101/10/11,85.10,85.70,84.80,85.5,-1.60,"16,816"
101/10/12,85.60,86.30,85.30,86.3,+0.80,"7,531"
101/10/15,86.10,86.40,85.40,86.4,+0.10,"5,790"
101/10/16,86.70,87.50,86.70,87.5,+1.10,"8,318"
101/10/17,87.80,88.00,86.50,87.4,-0.10,"11,696"
101/10/18,87.00,88.20,87.00,88.1,+0.70,"6,779"
101/10/19,86.20,87.30,86.20,86.7,-1.40,"7,739"
101/10/22,86.30,86.30,85.60,86.0,-0.70,"6,010"
101/10/23,85.90,86.30,85.60,85.7,-0.30,"4,900"
101/10/24,85.10,86.40,85.10,85.4,-0.30,"7,746"
101/10/25,85.40,85.60,84.50,84.8,-0.60,"11,631"
101/10/26,86.50,88.30,86.30,87.3,+2.50,"16,865"
101/10/29,88.30,89.10,87.60,88.1,+0.80,"10,906"
101/10/30,88.80,89.00,87.70,88.0,-0.10,"8,727"
101/10/31,88.00,88.80,87.90,88.7,+0.70,"6,833"
101/11/01,88.60,89.20,87.70,89.2,+0.50,"7,548"
101/11/02,90.00,90.10,89.50,89.9,+0.70,"9,149"
101/11/05,89.90,90.30,88.80,90.3,+0.40,"7,537"
101/11/06,90.60,90.60,89.70,90.4,+0.10,"7,490"
101/11/07,90.50,91.00,90.00,91.0,+0.60,"7,062"
101/11/08,90.80,90.90,89.90,90.5,-0.50,"9,834"
101/11/09,90.30,90.90,89.50,90.8,+0.30,"9,270"
101/11/12,91.00,91.80,90.60,91.3,+0.50,"9,522"
101/11/13,91.00,91.00,89.30,90.3,-1.00,"11,539"
101/11/14,90.00,90.90,89.50,90.5,+0.20,"6,542"
101/11/15,89.90,90.60,89.00,90.2,-0.30,"6,977"
101/11/16,89.20,90.30,89.20,90.2, 0.00,"6,953"
101/11/19,89.70,90.50,89.70,90.0,-0.20,"6,294"
101/11/20,90.00,90.40,89.80,90.4,+0.40,"5,637"
101/11/21,90.30,90.90,89.20,90.5,+0.10,"7,078"
101/11/22,90.30,91.30,90.30,91.3,+0.80,"6,279"
101/11/23,91.60,95.50,91.50,95.5,+4.20,"19,913"
101/11/26,95.50,95.60,94.90,95.3,-0.20,"10,458"
101/11/27,94.60,96.30,94.30,96.3,+1.00,"12,275"
101/11/28,95.80,96.10,95.30,95.9,-0.40,"9,478"
101/11/29,96.00,97.30,95.50,96.5,+0.60,"10,024"
101/11/30,96.00,98.80,95.90,98.7,+2.20,"16,933"
101/12/03,98.30,98.60,96.80,97.9,-0.80,"12,502"
101/12/04,96.90,97.20,95.30,96.6,-1.30,"13,639"
101/12/05,94.60,97.10,94.60,96.9,+0.30,"15,177"
101/12/06,96.60,96.90,96.10,96.6,-0.30,"9,439"
101/12/07,97.10,98.50,97.10,98.1,+1.50,"11,574"
101/12/10,97.90,98.00,96.50,96.5,-1.60,"8,883"
101/12/11,97.30,98.30,96.70,98.3,+1.80,"12,010"
101/12/12,98.30,98.50,97.20,98.4,+0.10,"10,100"
101/12/13,98.30,99.40,97.90,99.2,+0.80,"11,536"
101/12/14,98.20,98.60,97.50,98.4,-0.80,"9,201"
101/12/17,96.40,97.70,96.20,97.0,-1.40,"12,256"
101/12/18,95.00,96.70,95.00,96.7,-0.30,"10,534"
101/12/19,96.70,97.30,96.20,97.3,+0.60,"8,341"
101/12/20,96.10,96.90,95.10,96.0,-1.30,"10,738"
101/12/21,95.10,96.50,94.60,94.8,-1.20,"10,874"
101/12/22,95.70,96.20,95.00,95.7,+0.90,"3,112"
101/12/24,96.00,96.40,95.10,95.2,-0.50,"5,291"
101/12/25,96.00,97.30,95.60,96.5,+1.30,"5,358"
101/12/26,96.50,97.30,96.00,96.0,-0.50,"5,045"
101/12/27,96.20,96.70,95.50,95.6,-0.40,"5,925"
101/12/28,96.80,97.00,95.90,97.0,+1.40,"7,825"
