日期,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
 97/01/02,62.00,62.00,60.20,60.5,-1.50,"7,439"
 97/01/03,59.90,60.00,59.40,59.4,-1.10,"7,050"
 97/01/04,59.30,60.40,58.50,60.0,+0.60,"9,216"
 97/01/07,57.00,58.00,55.80,55.8,-4.20,"28,629"
 97/01/08,55.80,56.60,55.50,56.0,+0.20,"12,024"
 97/01/09,55.00,57.00,54.50,57.0,+1.00,"9,889"
 97/01/10,57.00,57.40,55.30,55.7,-1.30,"13,472"
 97/01/11,56.10,56.10,54.70,55.0,-0.70,"15,917"
 97/01/14,56.50,56.80,54.70,54.9,-0.10,"15,249"
 97/01/15,55.40,57.90,55.20,57.5,+2.60,"19,897"
 97/01/16,55.60,56.20,54.90,55.4,-2.10,"15,192"
 97/01/17,55.60,56.40,54.50,54.7,-0.70,"10,949"
 97/01/18,54.00,54.90,53.30,54.6,-0.10,"14,587"
 97/01/21,54.60,54.70,53.30,53.3,-1.30,"11,570"
 97/01/22,49.60,51.10,49.60,49.6,-3.70,"22,226"
 97/01/23,51.00,51.40,50.40,51.0,+1.40,"15,644"
 97/01/24,54.50,54.50,53.10,53.7,+2.70,"17,526"
 97/01/25,55.00,56.00,55.00,55.5,+1.80,"14,843"
 97/01/28,55.40,55.40,54.00,54.2,-1.30,"6,918"
 97/01/29,55.90,57.00,55.60,57.0,+2.80,"15,294"
 97/01/30,57.50,58.30,57.00,57.8,+0.80,"16,899"
 97/01/31,57.50,59.90,57.30,59.9,+2.10,"28,962"
 97/02/01,61.00,62.20,60.40,61.4,+1.50,"29,937"
 97/02/12,59.70,60.30,59.70,60.0,-1.40,"11,860"
 97/02/13,61.00,61.00,59.90,59.9,-0.10,"8,565"
 97/02/14,60.20,62.00,60.20,62.0,+2.10,"11,355"
 97/02/15,61.00,61.70,60.90,61.5,-0.50,"5,557"
 97/02/18,61.50,61.80,59.70,60.0,-1.50,"7,690"
 97/02/19,60.80,61.50,60.00,61.5,+1.50,"4,669"
 97/02/20,61.40,61.40,59.70,61.1,-0.40,"6,143"
 97/02/21,61.50,62.10,61.10,61.9,+0.80,"11,132"
 97/02/22,60.90,61.00,60.10,60.9,-1.00,"8,384"
 97/02/25,61.00,61.50,60.60,61.2,+0.30,"6,258"
 97/02/26,61.80,62.50,61.50,62.4,+1.20,"12,954"
 97/02/27,62.80,63.60,62.70,63.6,+1.20,"13,653"
 97/02/29,62.60,63.50,61.60,61.6,-2.00,"10,061"
 97/03/03,60.10,60.70,60.00,60.7,-0.90,"7,401"
 97/03/04,60.10,63.00,60.10,62.9,+2.20,"11,948"
 97/03/05,63.50,63.50,62.50,63.3,+0.40,"14,804"
 97/03/06,63.50,64.90,63.50,64.9,+1.60,"15,999"
 97/03/07,63.60,64.50,63.30,64.0,-0.90,"10,009"
 97/03/10,62.90,62.90,61.00,61.2,-2.80,"13,585"
 97/03/11,60.60,62.40,60.60,62.4,+1.20,"9,493"
 97/03/12,64.00,64.20,63.10,63.8,+1.40,"10,338"
 97/03/13,62.70,63.50,61.50,62.0,-1.80,"9,398"
 97/03/14,62.50,62.60,60.60,61.1,-0.90,"9,074"
 97/03/17,60.00,60.30,59.50,59.9,-1.20,"13,115"
 97/03/18,59.90,60.60,59.50,59.9, 0.00,"7,163"
 97/03/19,61.50,62.10,60.80,62.1,+2.20,"9,294"
 97/03/20,61.70,62.90,61.00,62.6,+0.50,"10,364"
 97/03/21,63.60,64.90,63.60,64.8,+2.20,"24,908"
 97/03/24,69.30,69.30,67.30,67.4,+2.60,"22,680"
 97/03/25,67.40,67.40,66.40,67.2,-0.20,"12,603"
 97/03/26,65.80,67.00,65.50,67.0,-0.20,"10,389"
 97/03/27,65.00,65.10,63.60,63.8,-3.20,"12,688"
 97/03/28,62.20,63.30,62.00,62.3,-1.50,"18,720"
 97/03/31,61.70,63.10,61.10,63.1,+0.80,"11,884"
 97/04/01,62.50,63.50,61.80,61.8,-1.30,"9,705"
 97/04/02,63.50,65.00,63.10,64.0,+2.20,"15,246"
 97/04/03,64.00,64.90,63.90,64.4,+0.40,"6,750"
 97/04/07,64.30,65.10,64.20,65.0,+0.60,"7,921"
 97/04/08,64.60,65.00,63.60,64.4,-0.60,"5,259"
 97/04/09,63.00,64.50,62.80,63.1,-1.30,"8,987"
 97/04/10,63.20,65.30,63.10,64.5,+1.40,"11,260"
 97/04/11,64.30,64.60,63.50,64.1,-0.40,"7,895"
