日期,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
 95/01/02,61.80,61.80,60.00,61.0,-1.50,"7,332"
 95/01/03,61.00,62.90,60.50,62.9,+1.90,"9,088"
 95/01/04,63.10,63.40,62.00,63.4,+0.50,"7,552"
 95/01/05,63.40,64.00,62.60,64.0,+0.60,"8,353"
 95/01/06,64.80,65.50,64.70,65.5,+1.50,"14,651"
 95/01/09,66.10,68.40,66.10,68.1,+2.60,"15,937"
 95/01/10,68.00,68.00,66.20,66.7,-1.40,"8,708"
 95/01/11,66.00,66.00,64.10,65.8,-0.90,"11,716"
 95/01/12,66.50,66.50,65.10,65.5,-0.30,"7,799"
 95/01/13,64.80,65.00,63.80,64.5,-1.00,"7,679"
 95/01/16,63.80,64.30,63.50,63.9,-0.60,"7,406"
 95/01/17,64.10,65.30,64.10,64.6,+0.70,"7,164"
 95/01/18,62.00,62.70,61.40,61.6,-3.00,"16,669"
 95/01/19,61.80,63.10,61.30,62.0,+0.40,"9,694"
 95/01/20,63.00,63.00,62.10,62.5,+0.50,"5,368"
 95/01/23,61.60,62.20,61.40,61.8,-0.70,"4,836"
 95/01/24,61.80,62.60,61.70,61.9,+0.10,"5,564"
 95/01/25,63.00,63.50,62.30,63.5,+1.60,"7,493"
 95/02/03,64.00,64.50,62.30,63.4,-0.10,"12,790"
 95/02/06,63.00,66.50,61.60,66.5,+3.10,"9,627"
 95/02/07,64.00,65.30,64.00,65.0,-1.50,"7,913"
 95/02/08,65.00,65.00,63.00,63.1,-1.90,"7,357"
 95/02/09,64.00,64.20,62.60,63.0,-0.10,"5,935"
 95/02/10,63.00,63.10,62.00,62.6,-0.40,"5,888"
 95/02/13,62.10,62.70,62.00,62.4,-0.20,"5,235"
 95/02/14,62.00,62.30,61.60,62.3,-0.10,"9,289"
 95/02/15,62.50,62.50,61.10,61.3,-1.00,"9,427"
 95/02/16,61.90,62.90,61.60,62.4,+1.10,"8,388"
 95/02/17,62.50,62.90,61.60,61.7,-0.70,"6,291"
 95/02/20,61.50,62.70,61.40,62.7,+1.00,"5,639"
 95/02/21,62.90,63.20,62.00,62.1,-0.60,"6,445"
 95/02/22,62.40,62.70,61.30,61.9,-0.20,"7,158"
 95/02/23,61.70,61.80,60.50,60.8,-1.10,"8,750"
 95/02/24,60.80,61.30,60.30,61.0,+0.20,"6,523"
 95/02/27,61.00,61.00,60.30,60.9,-0.10,"7,822"
 95/03/01,60.30,60.80,59.90,60.4,-0.50,"11,365"
 95/03/02,61.50,62.80,61.50,62.7,+2.30,"15,661"
 95/03/03,62.60,62.60,61.40,61.8,-0.90,"6,793"
 95/03/06,61.70,61.70,60.70,60.9,-0.90,"6,147"
 95/03/07,60.90,60.90,60.10,60.1,-0.80,"7,968"
 95/03/08,59.90,60.00,58.90,59.0,-1.10,"13,413"
 95/03/09,59.00,59.90,59.00,59.8,+0.80,"5,307"
 95/03/10,59.80,62.20,59.80,61.4,+1.60,"12,206"
 95/03/13,61.40,61.70,60.80,61.4, 0.00,"4,117"
 95/03/14,61.00,61.00,59.80,60.0,-1.40,"7,785"
 95/03/15,61.50,62.00,60.90,61.1,+1.10,"6,297"
 95/03/16,61.50,62.00,60.50,60.5,-0.60,"7,326"
 95/03/17,60.30,60.90,60.00,60.7,+0.20,"7,002"
 95/03/20,60.70,60.70,60.10,60.2,-0.50,"6,819"
 95/03/21,60.00,60.80,59.90,60.5,+0.30,"4,825"
 95/03/22,60.00,60.10,59.50,59.6,-0.90,"8,392"
 95/03/23,59.80,60.30,59.20,59.6, 0.00,"6,072"
 95/03/24,59.60,60.20,59.50,59.8,+0.20,"4,627"
 95/03/27,60.60,60.70,60.20,60.3,+0.50,"4,454"
 95/03/28,60.80,61.50,60.30,61.4,+1.10,"8,179"
 95/03/29,61.00,61.90,60.70,61.9,+0.50,"7,492"
 95/03/30,62.50,63.00,62.10,62.9,+1.00,"11,980"
 95/03/31,63.00,64.80,63.00,64.2,+1.30,"19,102"
 95/04/03,64.20,65.00,63.80,64.8,+0.60,"8,122"
 95/04/04,64.70,64.80,64.10,64.5,-0.30,"5,227"
 95/04/06,65.00,65.90,64.90,65.9,+1.40,"12,851"
 95/04/07,66.00,67.80,65.60,67.4,+1.50,"18,401"
 95/04/10,66.80,67.40,66.40,67.0,-0.40,"8,403"
 95/04/11,66.60,66.80,65.70,66.1,-0.90,"6,421"
 95/04/12,65.10,67.30,65.10,66.8,+0.70,"7,661"
 95/04/13,67.00,67.30,66.30,67.2,+0.40,"5,641"
 95/04/14,67.00,68.00,66.60,68.0,+0.80,"8,059"
 95/04/17,68.00,68.10,67.40,67.8,-0.20,"5,364"
 95/04/18,67.80,68.10,66.90,67.9,+0.10,"5,924"
 95/04/19,68.90,69.90,68.90,69.4,+1.50,"11,534"
 95/04/20,69.20,70.00,69.20,69.9,+0.50,"8,566"
 95/04/21,69.40,70.00,69.20,69.3,-0.60,"8,235"
 95/04/24,68.40,69.30,68.10,68.2,-1.10,"8,354"
 95/04/25,68.10,68.10,66.80,67.0,-1.20,"7,367"
 95/04/26,66.80,69.20,66.60,69.0,+2.00,"7,551"
 95/04/27,68.70,68.90,67.20,67.2,-1.80,"8,321"
 95/04/28,67.90,68.90,67.00,68.1,+0.90,"8,641"
 95/05/02,66.60,67.40,66.50,67.2,-0.90,"9,010"
 95/05/03,67.40,68.10,67.00,67.0,-0.20,"5,195"
 95/05/04,68.00,68.00,67.40,67.5,+0.50,"5,266"
 95/05/05,68.10,69.50,68.00,68.5,+1.00,"11,634"
 95/05/08,69.60,69.90,68.90,69.4,+0.90,"8,006"
 95/05/09,69.10,69.10,67.70,68.0,-1.40,"7,631"
 95/05/10,67.50,67.50,65.10,66.5,-1.50,"16,072"
 95/05/11,65.20,66.60,65.20,66.6,+0.10,"8,390"
 95/05/12,65.00,65.40,64.80,64.9,-1.70,"11,483"
 95/05/15,63.60,63.90,63.10,63.2,-1.70,"13,294"
 95/05/16,63.30,63.80,62.30,62.4,-0.80,"12,114"
 95/05/17,63.00,64.00,62.80,63.7,+1.30,"6,724"
 95/05/18,62.40,62.70,62.00,62.5,-1.20,"9,251"
 95/05/19,62.50,63.10,62.00,62.5, 0.00,"7,794"
 95/05/22,62.70,62.80,60.70,60.8,-1.70,"14,197"
 95/05/23,60.10,61.70,59.80,61.1,+0.30,"11,253"
 95/05/24,61.10,61.70,60.20,61.0,-0.10,"9,115"
 95/05/25,60.50,60.90,59.80,59.8,-1.20,"9,631"
 95/05/26,60.00,60.60,59.30,59.5,-0.30,"12,752"
 95/05/29,60.00,61.20,59.80,60.2,+0.70,"6,771"
 95/05/30,61.00,61.70,60.30,60.3,+0.10,"8,567"
 95/06/01,61.50,62.10,60.60,61.4,+1.10,"8,530"
 95/06/02,62.10,62.50,61.70,62.5,+1.10,"8,200"
 95/06/05,62.70,62.90,60.00,60.4,-2.10,"10,878"
 95/06/06,60.30,61.20,60.00,60.8,+0.40,"8,934"
 95/06/07,60.50,60.80,60.10,60.1,-0.70,"6,784"
 95/06/08,59.60,59.70,55.90,55.9,-4.20,"17,747"
 95/06/09,58.00,58.90,56.90,58.5,+2.60,"13,450"
 95/06/12,58.00,58.60,57.00,57.5,-1.00,"10,780"
 95/06/13,57.00,57.20,56.10,56.2,-1.30,"9,915"
 95/06/14,56.20,58.80,56.20,58.1,+1.90,"9,018"
