日期,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
 93/01/02,63.50,65.50,63.50,65.5,+2.00,"12,573"
 93/01/05,65.50,66.00,65.00,66.0,+0.50,"6,758"
 93/01/06,66.00,66.50,65.00,66.0, 0.00,"5,706"
 93/01/07,66.00,66.50,65.00,65.5,-0.50,"7,246"
 93/01/08,66.00,66.50,65.50,65.5, 0.00,"5,724"
 93/01/09,67.00,67.50,66.50,67.5,+2.00,"12,241"
 93/01/12,67.50,68.00,66.50,67.5, 0.00,"6,100"
 93/01/13,68.00,68.00,67.00,67.5, 0.00,"5,147"
 93/01/14,67.00,68.00,66.50,67.0,-0.50,"5,949"
 93/01/15,67.50,67.50,66.00,67.0, 0.00,"4,935"
 93/01/16,67.00,67.50,66.50,66.5,-0.50,"4,719"
 93/01/27,68.00,68.50,67.50,68.5,+2.00,"10,476"
 93/01/28,67.50,68.00,67.00,67.5,-1.00,"5,137"
 93/01/29,66.50,68.00,66.50,66.5,-1.00,"6,494"
 93/01/30,66.50,67.00,65.50,66.0,-0.50,"10,029"
 93/02/02,66.00,66.50,65.00,65.0,-1.00,"5,910"
 93/02/03,64.00,64.50,63.00,63.5,-1.50,"14,102"
 93/02/04,63.50,63.50,62.50,62.5,-1.00,"8,025"
 93/02/05,62.50,63.50,62.00,62.5, 0.00,"8,717"
 93/02/06,63.00,64.00,63.00,63.0,+0.50,"5,089"
 93/02/09,64.00,65.50,64.00,65.0,+2.00,"7,329"
 93/02/10,65.00,65.50,64.00,64.0,-1.00,"4,847"
 93/02/11,64.50,64.50,63.50,64.0, 0.00,"4,055"
 93/02/12,64.00,65.00,64.00,64.5,+0.50,"6,758"
 93/02/13,64.50,64.50,63.50,64.0,-0.50,"4,475"
 93/02/16,64.00,64.00,62.50,62.5,-1.50,"11,350"
 93/02/17,62.50,63.50,62.50,62.5, 0.00,"6,499"
 93/02/18,63.50,64.00,63.00,63.0,+0.50,"8,693"
 93/02/19,63.50,64.00,63.00,63.5,+0.50,"6,900"
 93/02/20,63.50,64.00,63.00,63.5, 0.00,"8,996"
 93/02/23,63.00,63.50,62.00,62.5,-1.00,"10,927"
 93/02/24,62.00,62.50,61.50,61.5,-1.00,"10,382"
 93/02/25,62.00,62.50,61.50,61.5, 0.00,"8,990"
 93/02/26,62.50,63.50,62.00,63.5,+2.00,"8,544"
 93/02/27,63.50,63.50,62.50,63.5, 0.00,"7,216"
 93/03/01,63.50,64.50,63.00,64.5,+1.00,"12,224"
 93/03/02,65.50,67.00,65.00,67.0,+2.50,"25,453"
 93/03/03,67.00,67.50,65.50,66.0,-1.00,"11,406"
 93/03/04,66.00,67.50,65.50,67.0,+1.00,"14,238"
 93/03/05,68.00,68.50,67.00,67.0, 0.00,"18,557"
 93/03/08,66.00,67.50,66.00,66.0,-1.00,"7,737"
 93/03/09,65.00,66.00,64.50,65.5,-0.50,"6,553"
 93/03/10,65.00,65.00,63.00,63.0,-2.50,"18,128"
 93/03/11,62.00,64.00,62.00,63.5,+0.50,"10,459"
 93/03/12,62.50,63.00,62.00,62.0,-1.50,"18,207"
 93/03/15,63.00,63.50,61.00,61.0,-1.00,"10,386"
 93/03/16,61.50,61.50,60.00,60.5,-0.50,"12,607"
 93/03/17,61.00,61.50,60.00,60.5, 0.00,"11,599"
